	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
OG0033813		augustus_masked-SEQ_573594-processed-gene-0.0-mRNA-1											
OG0033814		augustus_masked-SEQ_578772-processed-gene-0.0-mRNA-1											
OG0033815		genemark-SEQ_578636-processed-gene-0.2-mRNA-1											
OG0033816		genemark-SEQ_578496-processed-gene-0.1-mRNA-1											
OG0033817		augustus_masked-SEQ_574922-processed-gene-0.0-mRNA-1											
OG0033818		genemark-SEQ_578617-processed-gene-0.3-mRNA-1											
OG0033819		maker-SEQ_578733-augustus-gene-0.9-mRNA-1											
OG0033820		genemark-SEQ_578643-processed-gene-0.2-mRNA-1											
OG0033821		genemark-SEQ_578619-processed-gene-0.6-mRNA-1											
OG0033822		genemark-SEQ_578469-processed-gene-0.5-mRNA-1											
OG0033823		genemark-SEQ_578702-processed-gene-0.1-mRNA-1											
OG0033824		genemark-SEQ_578517-processed-gene-0.1-mRNA-1											
OG0033825		genemark-SEQ_579011-processed-gene-0.15-mRNA-1											
OG0033826		genemark-SEQ_579263-processed-gene-0.1-mRNA-1											
OG0033827		maker-SEQ_579259-augustus-gene-0.11-mRNA-1											
OG0033828		genemark-SEQ_579313-processed-gene-0.2-mRNA-1											
OG0033829		genemark-SEQ_579099-processed-gene-0.0-mRNA-1											
OG0033830		genemark-SEQ_578859-processed-gene-0.2-mRNA-1											
OG0033831		maker-SEQ_579161-augustus-gene-0.11-mRNA-1											
OG0033832		augustus_masked-SEQ_578953-processed-gene-0.0-mRNA-1											
OG0033833		augustus_masked-SEQ_579252-processed-gene-0.1-mRNA-1											
OG0033834		maker-SEQ_579230-augustus-gene-0.1-mRNA-1											
OG0033835		genemark-SEQ_579728-processed-gene-0.3-mRNA-1											
OG0033836		genemark-SEQ_579717-processed-gene-0.9-mRNA-1											
OG0033837		augustus_masked-SEQ_579699-processed-gene-0.0-mRNA-1											
OG0033838		augustus_masked-SEQ_579499-processed-gene-0.3-mRNA-1											
OG0033839		augustus_masked-SEQ_579565-processed-gene-0.0-mRNA-1											
OG0033840		maker-SEQ_579716-augustus-gene-0.12-mRNA-1											
OG0033841		genemark-SEQ_579573-processed-gene-0.1-mRNA-1											
OG0033842		maker-SEQ_579417-augustus-gene-0.8-mRNA-1											
OG0033843		genemark-SEQ_579342-processed-gene-0.3-mRNA-1											
OG0033844		maker-SEQ_579462-augustus-gene-0.22-mRNA-1											
OG0033845		maker-SEQ_579586-augustus-gene-0.10-mRNA-1											
OG0033846		augustus_masked-SEQ_579788-processed-gene-0.0-mRNA-1											
OG0033847		genemark-SEQ_579392-processed-gene-0.0-mRNA-1											
OG0033848		maker-SEQ_579721-augustus-gene-0.3-mRNA-1											
OG0033849		genemark-SEQ_579595-processed-gene-0.0-mRNA-1											
OG0033850		genemark-SEQ_579528-processed-gene-0.15-mRNA-1											
OG0033851		genemark-SEQ_579813-processed-gene-0.1-mRNA-1											
OG0033852		maker-SEQ_580073-augustus-gene-0.2-mRNA-1											
OG0033853		genemark-SEQ_579935-processed-gene-0.13-mRNA-1											
OG0033854		maker-SEQ_579951-augustus-gene-0.2-mRNA-1											
OG0033855		maker-SEQ_580274-augustus-gene-0.16-mRNA-1											
OG0033856		genemark-SEQ_580152-processed-gene-0.4-mRNA-1											
OG0033857		genemark-SEQ_580053-processed-gene-0.6-mRNA-1											
OG0033858		genemark-SEQ_580335-processed-gene-0.3-mRNA-1											
OG0033859		genemark-SEQ_579841-processed-gene-0.21-mRNA-1											
OG0033860		genemark-SEQ_580046-processed-gene-0.3-mRNA-1											
OG0033861		genemark-SEQ_579893-processed-gene-0.5-mRNA-1											
OG0033862		maker-SEQ_580130-augustus-gene-0.2-mRNA-1											
OG0033863		maker-SEQ_579970-augustus-gene-0.3-mRNA-1											
OG0033864		augustus_masked-SEQ_580636-processed-gene-0.0-mRNA-1											
OG0033865		genemark-SEQ_580736-processed-gene-0.1-mRNA-1											
OG0033866		genemark-SEQ_580713-processed-gene-0.1-mRNA-1											
OG0033867		genemark-SEQ_580776-processed-gene-0.9-mRNA-1											
OG0033868		genemark-SEQ_580783-processed-gene-0.0-mRNA-1											
OG0033869		maker-SEQ_580616-augustus-gene-0.3-mRNA-1											
OG0033870		maker-SEQ_581150-augustus-gene-0.3-mRNA-1											
OG0033871		maker-SEQ_581117-augustus-gene-0.13-mRNA-1											
OG0033872		genemark-SEQ_581020-processed-gene-0.0-mRNA-1											
OG0033873		augustus_masked-SEQ_581201-processed-gene-0.0-mRNA-1											
OG0033874		genemark-SEQ_581188-processed-gene-0.1-mRNA-1											
OG0033875		genemark-SEQ_581118-processed-gene-0.2-mRNA-1											
OG0033876		genemark-SEQ_581133-processed-gene-0.3-mRNA-1											
OG0033877		genemark-SEQ_581245-processed-gene-0.2-mRNA-1											
OG0033878		genemark-SEQ_581710-processed-gene-0.1-mRNA-1											
OG0033879		genemark-SEQ_581838-processed-gene-0.4-mRNA-1											
OG0033880		maker-SEQ_581660-augustus-gene-0.2-mRNA-1											
OG0033881		genemark-SEQ_581708-processed-gene-0.5-mRNA-1											
OG0033882		maker-SEQ_581771-augustus-gene-0.6-mRNA-1											
OG0033883		genemark-SEQ_581883-processed-gene-0.9-mRNA-1											
OG0033884		maker-SEQ_582260-augustus-gene-0.7-mRNA-1											
OG0033885		maker-SEQ_581915-augustus-gene-0.19-mRNA-1											
OG0033886		maker-SEQ_581956-augustus-gene-0.3-mRNA-1											
OG0033887		genemark-SEQ_582299-processed-gene-0.3-mRNA-1											
OG0033888		genemark-SEQ_582054-processed-gene-0.9-mRNA-1											
OG0033889		genemark-SEQ_582029-processed-gene-0.6-mRNA-1											
OG0033890		augustus_masked-SEQ_582158-processed-gene-0.0-mRNA-1											
OG0033891		genemark-SEQ_582158-processed-gene-0.2-mRNA-1											
OG0033892		maker-SEQ_582112-augustus-gene-0.4-mRNA-1											
OG0033893		genemark-SEQ_581903-processed-gene-0.5-mRNA-1											
OG0033894		maker-SEQ_582248-augustus-gene-0.4-mRNA-1											
OG0033895		augustus_masked-SEQ_582123-processed-gene-0.0-mRNA-1											
OG0033896		genemark-SEQ_581893-processed-gene-0.0-mRNA-1											
OG0033897		maker-SEQ_582701-augustus-gene-0.3-mRNA-1											
OG0033898		augustus_masked-SEQ_582836-processed-gene-0.0-mRNA-1											
OG0033899		genemark-SEQ_582398-processed-gene-0.5-mRNA-1											
OG0033900		maker-SEQ_582655-augustus-gene-0.1-mRNA-1											
OG0033901		augustus_masked-SEQ_582544-processed-gene-0.0-mRNA-1											
OG0033902		genemark-SEQ_582503-processed-gene-0.10-mRNA-1											
OG0033903		genemark-SEQ_582572-processed-gene-0.4-mRNA-1											
OG0033904		genemark-SEQ_582457-processed-gene-0.2-mRNA-1											
OG0033905		genemark-SEQ_583074-processed-gene-0.2-mRNA-1											
OG0033906		augustus_masked-SEQ_583124-processed-gene-0.0-mRNA-1											
OG0033907		maker-SEQ_583159-augustus-gene-0.0-mRNA-1											
OG0033908		maker-SEQ_582977-augustus-gene-0.3-mRNA-1											
OG0033909		genemark-SEQ_583300-processed-gene-0.11-mRNA-1											
OG0033910		maker-SEQ_583315-augustus-gene-0.2-mRNA-1											
OG0033911		genemark-SEQ_583029-processed-gene-0.0-mRNA-1											
OG0033912		genemark-SEQ_582857-processed-gene-0.1-mRNA-1											
OG0033913		genemark-SEQ_583125-processed-gene-0.3-mRNA-1											
OG0033914		augustus_masked-SEQ_583135-processed-gene-0.0-mRNA-1											
OG0033915		augustus_masked-SEQ_583129-processed-gene-0.0-mRNA-1											
OG0033916		genemark-SEQ_583292-processed-gene-0.1-mRNA-1											
OG0033917		maker-SEQ_583521-augustus-gene-0.10-mRNA-1											
OG0033918		genemark-SEQ_583631-processed-gene-0.0-mRNA-1											
OG0033919		genemark-SEQ_583519-processed-gene-0.1-mRNA-1											
OG0033920		augustus_masked-SEQ_583827-processed-gene-0.0-mRNA-1											
OG0033921		genemark-SEQ_583538-processed-gene-0.5-mRNA-1											
OG0033922		augustus_masked-SEQ_583826-processed-gene-0.0-mRNA-1											
OG0033923		genemark-SEQ_583554-processed-gene-0.5-mRNA-1											
OG0033924		maker-SEQ_583554-augustus-gene-0.7-mRNA-1											
OG0033925		maker-SEQ_584122-augustus-gene-0.11-mRNA-1											
OG0033926		maker-SEQ_584189-augustus-gene-0.6-mRNA-1											
OG0033927		genemark-SEQ_583880-processed-gene-0.13-mRNA-1											
OG0033928		augustus_masked-SEQ_583880-processed-gene-0.4-mRNA-1											
OG0033929		genemark-SEQ_584268-processed-gene-0.4-mRNA-1											
OG0033930		augustus_masked-SEQ_584123-processed-gene-0.0-mRNA-1											
OG0033931		augustus_masked-SEQ_584792-processed-gene-0.1-mRNA-1											
OG0033932		augustus_masked-SEQ_584374-processed-gene-0.0-mRNA-1											
OG0033933		genemark-SEQ_584619-processed-gene-0.8-mRNA-1											
OG0033934		genemark-SEQ_584830-processed-gene-0.7-mRNA-1											
OG0033935		augustus_masked-SEQ_584833-processed-gene-0.2-mRNA-1											
OG0033936		maker-SEQ_584443-augustus-gene-0.11-mRNA-1											
OG0033937		genemark-SEQ_584944-processed-gene-0.0-mRNA-1											
OG0033938		genemark-SEQ_585141-processed-gene-0.10-mRNA-1											
OG0033939		maker-SEQ_584943-augustus-gene-0.2-mRNA-1											
OG0033940		genemark-SEQ_584851-processed-gene-0.4-mRNA-1											
OG0033941		genemark-SEQ_585144-processed-gene-0.8-mRNA-1											
OG0033942		maker-SEQ_585255-augustus-gene-0.2-mRNA-1											
OG0033943		maker-SEQ_585263-augustus-gene-0.2-mRNA-1											
OG0033944		augustus_masked-SEQ_585210-processed-gene-0.0-mRNA-1											
OG0033945		genemark-SEQ_585080-processed-gene-0.1-mRNA-1											
OG0033946		genemark-SEQ_585152-processed-gene-0.1-mRNA-1											
OG0033947		genemark-SEQ_585262-processed-gene-0.0-mRNA-1											
OG0033948		genemark-SEQ_585831-processed-gene-0.1-mRNA-1											
OG0033949		maker-SEQ_585823-augustus-gene-0.10-mRNA-1											
OG0033950		maker-SEQ_585527-augustus-gene-0.8-mRNA-1											
OG0033951		augustus_masked-SEQ_585491-processed-gene-0.0-mRNA-1											
OG0033952		genemark-SEQ_585768-processed-gene-0.3-mRNA-1											
OG0033953		genemark-SEQ_585707-processed-gene-0.9-mRNA-1											
OG0033954		maker-SEQ_585806-augustus-gene-0.6-mRNA-1											
OG0033955		genemark-SEQ_585795-processed-gene-0.9-mRNA-1											
OG0033956		maker-SEQ_585714-augustus-gene-0.2-mRNA-1											
OG0033957		genemark-SEQ_585739-processed-gene-0.2-mRNA-1											
OG0033958		maker-SEQ_585822-augustus-gene-0.30-mRNA-1											
OG0033959		genemark-SEQ_585443-processed-gene-0.14-mRNA-1											
OG0033960		maker-SEQ_585734-augustus-gene-0.6-mRNA-1											
OG0033961		genemark-SEQ_585680-processed-gene-0.8-mRNA-1											
OG0033962		genemark-SEQ_586173-processed-gene-0.2-mRNA-1											
OG0033963		genemark-SEQ_585851-processed-gene-0.0-mRNA-1											
OG0033964		genemark-SEQ_586246-processed-gene-0.1-mRNA-1											
OG0033965		genemark-SEQ_586089-processed-gene-0.1-mRNA-1											
OG0033966		genemark-SEQ_586022-processed-gene-0.6-mRNA-1											
OG0033967		genemark-SEQ_586072-processed-gene-0.13-mRNA-1											
OG0033968		genemark-SEQ_586162-processed-gene-0.0-mRNA-1											
OG0033969		maker-SEQ_586545-augustus-gene-0.4-mRNA-1											
OG0033970		genemark-SEQ_586541-processed-gene-0.0-mRNA-1											
OG0033971		genemark-SEQ_586504-processed-gene-0.0-mRNA-1											
OG0033972		augustus_masked-SEQ_586654-processed-gene-0.0-mRNA-1											
OG0033973		genemark-SEQ_586731-processed-gene-0.8-mRNA-1											
OG0033974		genemark-SEQ_586646-processed-gene-0.0-mRNA-1											
OG0033975		genemark-SEQ_586771-processed-gene-0.1-mRNA-1											
OG0033976		genemark-SEQ_586839-processed-gene-0.0-mRNA-1											
OG0033977		genemark-SEQ_586997-processed-gene-0.2-mRNA-1											
OG0033978		genemark-SEQ_586909-processed-gene-0.5-mRNA-1											
OG0033979		genemark-SEQ_587143-processed-gene-0.6-mRNA-1											
OG0033980		genemark-SEQ_586851-processed-gene-0.10-mRNA-1											
OG0033981		maker-SEQ_587199-augustus-gene-0.3-mRNA-1											
OG0033982		genemark-SEQ_586937-processed-gene-0.0-mRNA-1											
OG0033983		maker-SEQ_587220-augustus-gene-0.2-mRNA-1											
OG0033984		genemark-SEQ_587802-processed-gene-0.1-mRNA-1											
OG0033985		maker-SEQ_587630-augustus-gene-0.39-mRNA-1											
OG0033986		augustus_masked-SEQ_587849-processed-gene-0.1-mRNA-1											
OG0033987		maker-SEQ_587420-augustus-gene-0.1-mRNA-1											
OG0033988		augustus_masked-SEQ_587682-processed-gene-0.2-mRNA-1											
OG0033989		genemark-SEQ_587360-processed-gene-0.0-mRNA-1											
OG0033990		genemark-SEQ_587457-processed-gene-0.2-mRNA-1											
OG0033991		maker-SEQ_587784-augustus-gene-0.6-mRNA-1											
OG0033992		maker-SEQ_587484-augustus-gene-0.5-mRNA-1											
OG0033993		augustus_masked-SEQ_587362-processed-gene-0.0-mRNA-1											
OG0033994		genemark-SEQ_588321-processed-gene-0.0-mRNA-1											
OG0033995		genemark-SEQ_587985-processed-gene-0.13-mRNA-1											
OG0033996		genemark-SEQ_588070-processed-gene-0.0-mRNA-1											
OG0033997		genemark-SEQ_588203-processed-gene-0.11-mRNA-1											
OG0033998		maker-SEQ_588199-augustus-gene-0.1-mRNA-1											
OG0033999		genemark-SEQ_587906-processed-gene-0.1-mRNA-1											
OG0034000		genemark-SEQ_587942-processed-gene-0.1-mRNA-1											
OG0034001		maker-SEQ_587963-augustus-gene-0.2-mRNA-1											
OG0034002		maker-SEQ_587883-augustus-gene-0.7-mRNA-1											
OG0034003		genemark-SEQ_588118-processed-gene-0.4-mRNA-1											
OG0034004		maker-SEQ_588035-augustus-gene-0.2-mRNA-1											
OG0034005		genemark-SEQ_587955-processed-gene-0.2-mRNA-1											
OG0034006		maker-SEQ_588309-augustus-gene-0.7-mRNA-1											
OG0034007		augustus_masked-SEQ_588264-processed-gene-0.0-mRNA-1											
OG0034008		maker-SEQ_588142-augustus-gene-0.4-mRNA-1											
OG0034009		maker-SEQ_588188-augustus-gene-0.3-mRNA-1											
OG0034010		genemark-SEQ_588708-processed-gene-0.1-mRNA-1											
OG0034011		genemark-SEQ_588735-processed-gene-0.1-mRNA-1											
OG0034012		genemark-SEQ_588703-processed-gene-0.2-mRNA-1											
OG0034013		augustus_masked-SEQ_588474-processed-gene-0.0-mRNA-1											
OG0034014		augustus_masked-SEQ_588451-processed-gene-0.0-mRNA-1											
OG0034015		maker-SEQ_588853-augustus-gene-0.10-mRNA-1											
OG0034016		genemark-SEQ_588354-processed-gene-0.1-mRNA-1											
OG0034017		maker-SEQ_588747-augustus-gene-0.3-mRNA-1											
OG0034018		genemark-SEQ_588600-processed-gene-0.8-mRNA-1											
OG0034019		augustus_masked-SEQ_589078-processed-gene-0.4-mRNA-1											
OG0034020		genemark-SEQ_588979-processed-gene-0.0-mRNA-1											
OG0034021		maker-SEQ_589329-augustus-gene-0.2-mRNA-1											
OG0034022		genemark-SEQ_589148-processed-gene-0.2-mRNA-1											
OG0034023		genemark-SEQ_589254-processed-gene-0.0-mRNA-1											
OG0034024		augustus_masked-SEQ_589293-processed-gene-0.0-mRNA-1											
OG0034025		augustus_masked-SEQ_589112-processed-gene-0.0-mRNA-1											
OG0034026		genemark-SEQ_589605-processed-gene-0.1-mRNA-1											
OG0034027		genemark-SEQ_589576-processed-gene-0.4-mRNA-1											
OG0034028		genemark-SEQ_589761-processed-gene-0.9-mRNA-1											
OG0034029		maker-SEQ_589675-augustus-gene-0.8-mRNA-1											
OG0034030		genemark-SEQ_589848-processed-gene-0.3-mRNA-1											
OG0034031		maker-SEQ_589852-augustus-gene-0.3-mRNA-1											
OG0034032		genemark-SEQ_589627-processed-gene-0.11-mRNA-1											
OG0034033		genemark-SEQ_589702-processed-gene-0.11-mRNA-1											
OG0034034		maker-SEQ_589527-augustus-gene-0.2-mRNA-1											
OG0034035		genemark-SEQ_589738-processed-gene-0.13-mRNA-1											
OG0034036		maker-SEQ_589372-augustus-gene-0.4-mRNA-1											
OG0034037		genemark-SEQ_589498-processed-gene-0.0-mRNA-1											
OG0034038		genemark-SEQ_589546-processed-gene-0.3-mRNA-1											
OG0034039		augustus_masked-SEQ_589492-processed-gene-0.0-mRNA-1											
OG0034040		augustus_masked-SEQ_589797-processed-gene-0.0-mRNA-1											
OG0034041		genemark-SEQ_589868-processed-gene-0.2-mRNA-1											
OG0034042		genemark-SEQ_590247-processed-gene-0.1-mRNA-1											
OG0034043		maker-SEQ_589915-augustus-gene-0.17-mRNA-1											
OG0034044		maker-SEQ_590166-augustus-gene-0.2-mRNA-1											
OG0034045		genemark-SEQ_590209-processed-gene-0.2-mRNA-1											
OG0034046		genemark-SEQ_590273-processed-gene-0.0-mRNA-1											
OG0034047		augustus_masked-SEQ_589968-processed-gene-0.10-mRNA-1											
OG0034048		genemark-SEQ_590202-processed-gene-0.4-mRNA-1											
OG0034049		genemark-SEQ_590337-processed-gene-0.6-mRNA-1											
OG0034050		genemark-SEQ_590712-processed-gene-0.1-mRNA-1											
OG0034051		maker-SEQ_590703-augustus-gene-0.3-mRNA-1											
OG0034052		augustus_masked-SEQ_590459-processed-gene-0.0-mRNA-1											
OG0034053		genemark-SEQ_590613-processed-gene-0.3-mRNA-1											
OG0034054		maker-SEQ_590404-augustus-gene-0.4-mRNA-1											
OG0034055		genemark-SEQ_590494-processed-gene-0.0-mRNA-1											
OG0034056		genemark-SEQ_590853-processed-gene-0.0-mRNA-1											
OG0034057		genemark-SEQ_590768-processed-gene-0.1-mRNA-1											
OG0034058		genemark-SEQ_590495-processed-gene-0.3-mRNA-1											
OG0034059		genemark-SEQ_590495-processed-gene-0.2-mRNA-1											
OG0034060		maker-SEQ_590413-augustus-gene-0.25-mRNA-1											
OG0034061		maker-SEQ_590480-augustus-gene-0.20-mRNA-1											
OG0034062		maker-SEQ_590556-augustus-gene-0.5-mRNA-1											
OG0034063		maker-SEQ_590786-augustus-gene-0.2-mRNA-1											
OG0034064		maker-SEQ_590473-augustus-gene-0.5-mRNA-1											
OG0034065		maker-SEQ_590695-augustus-gene-0.3-mRNA-1											
OG0034066		genemark-SEQ_591037-processed-gene-0.0-mRNA-1											
OG0034067		genemark-SEQ_591223-processed-gene-0.1-mRNA-1											
OG0034068		maker-SEQ_591195-augustus-gene-0.3-mRNA-1											
OG0034069		maker-SEQ_591140-augustus-gene-0.7-mRNA-1											
OG0034070		maker-SEQ_590969-augustus-gene-0.1-mRNA-1											
OG0034071		genemark-SEQ_591173-processed-gene-0.1-mRNA-1											
OG0034072		genemark-SEQ_591058-processed-gene-0.15-mRNA-1											
OG0034073		genemark-SEQ_591162-processed-gene-0.0-mRNA-1											
OG0034074		augustus_masked-SEQ_591347-processed-gene-0.1-mRNA-1											
OG0034075		genemark-SEQ_591046-processed-gene-0.0-mRNA-1											
OG0034076		augustus_masked-SEQ_590862-processed-gene-0.3-mRNA-1											
OG0034077		genemark-SEQ_590941-processed-gene-0.1-mRNA-1											
OG0034078		maker-SEQ_591145-augustus-gene-0.2-mRNA-1											
OG0034079		augustus_masked-SEQ_591089-processed-gene-0.0-mRNA-1											
OG0034080		genemark-SEQ_591115-processed-gene-0.0-mRNA-1											
OG0034081		maker-SEQ_591079-augustus-gene-0.21-mRNA-1											
OG0034082		genemark-SEQ_591264-processed-gene-0.9-mRNA-1											
OG0034083		genemark-SEQ_591835-processed-gene-0.1-mRNA-1											
OG0034084		maker-SEQ_591585-augustus-gene-0.7-mRNA-1											
OG0034085		genemark-SEQ_591828-processed-gene-0.0-mRNA-1											
OG0034086		genemark-SEQ_591526-processed-gene-0.0-mRNA-1											
OG0034087		genemark-SEQ_591784-processed-gene-0.2-mRNA-1											
OG0034088		genemark-SEQ_591508-processed-gene-0.1-mRNA-1											
