	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
augustus_masked-SEQ_19159-processed-gene-0.1-mRNA-1	maker-SEQ_606495-augustus-gene-0.16-mRNA-1	maker-SEQ_1785840-augustus-gene-0.4-mRNA-1	genemark-SEQ_3480795-processed-gene-0.1-mRNA-1	maker-SEQ_2591060-augustus-gene-0.5-mRNA-1	maker-SEQ_1085632-augustus-gene-0.4-mRNA-1	maker-SEQ_776593-augustus-gene-0.4-mRNA-1	maker-SEQ_3115417-augustus-gene-0.4-mRNA-1	maker-SEQ_1114240-augustus-gene-0.3-mRNA-1	maker-SEQ_1605561-augustus-gene-0.4-mRNA-1	maker-SEQ_1525323-augustus-gene-0.2-mRNA-1	maker-SEQ_1518401-augustus-gene-0.6-mRNA-1	maker-SEQ_3559604-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_11137-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_607657-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1718703-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3484740-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2594154-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1585167-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_826975-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_46333-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2983130-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_723105-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_125067-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1506528-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3615304-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1020-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_606106-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_809641-processed-gene-0.1-mRNA-1	genemark-SEQ_3512638-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1487161-processed-gene-0.2-mRNA-1	genemark-SEQ_1562417-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1632828-processed-gene-0.0-mRNA-1	genemark-SEQ_3059581-processed-gene-0.1-mRNA-1	genemark-SEQ_4866147-processed-gene-0.0-mRNA-1	genemark-SEQ_1603553-processed-gene-0.0-mRNA-1	genemark-SEQ_3119938-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1532361-processed-gene-0.11-mRNA-1	genemark-SEQ_3620827-processed-gene-0.1-mRNA-1
genemark-SEQ_47640-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_617253-processed-gene-0.4-mRNA-1	genemark-SEQ_1718439-processed-gene-0.0-mRNA-1	genemark-SEQ_3409995-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2581333-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1581877-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1602465-processed-gene-0.1-mRNA-1	genemark-SEQ_3087547-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3144269-processed-gene-0.0-mRNA-1	genemark-SEQ_1651069-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2315960-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1404176-processed-gene-0.5-mRNA-1	genemark-SEQ_3053452-processed-gene-0.1-mRNA-1
maker-SEQ_35653-augustus-gene-0.2-mRNA-1	maker-SEQ_618874-augustus-gene-1.57-mRNA-1	maker-SEQ_1729286-augustus-gene-0.2-mRNA-1	genemark-SEQ_3441355-processed-gene-0.1-mRNA-1	maker-SEQ_49805-augustus-gene-0.2-mRNA-1	maker-SEQ_1545483-augustus-gene-0.2-mRNA-1	maker-SEQ_631126-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3074841-processed-gene-0.0-mRNA-1	maker-SEQ_3233026-augustus-gene-0.3-mRNA-1	maker-SEQ_1611923-augustus-gene-0.2-mRNA-1	maker-SEQ_3203793-augustus-gene-0.2-mRNA-1	maker-SEQ_335600-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3627636-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_32245-processed-gene-0.0-mRNA-1	genemark-SEQ_617701-processed-gene-0.12-mRNA-1	augustus_masked-SEQ_1741088-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3201167-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_674824-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_923470-processed-gene-0.3-mRNA-1	maker-SEQ_1607169-augustus-gene-0.2-mRNA-1	genemark-SEQ_1506616-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2791459-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1654384-processed-gene-0.1-mRNA-1	maker-SEQ_3200040-augustus-gene-0.6-mRNA-1	maker-SEQ_1469051-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3597775-processed-gene-0.0-mRNA-1
maker-SEQ_9091-augustus-gene-0.3-mRNA-1	maker-SEQ_622638-augustus-gene-0.20-mRNA-1	maker-SEQ_1738413-augustus-gene-0.3-mRNA-1	maker-SEQ_345047-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_783715-processed-gene-0.1-mRNA-1	maker-SEQ_585648-augustus-gene-0.2-mRNA-1	maker-SEQ_1096677-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_259600-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_4243121-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1648271-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2561520-processed-gene-0.2-mRNA-1	maker-SEQ_1459382-augustus-gene-0.4-mRNA-1	maker-SEQ_3567624-augustus-gene-0.2-mRNA-1
genemark-SEQ_25808-processed-gene-0.1-mRNA-1	genemark-SEQ_582701-processed-gene-0.1-mRNA-1	maker-SEQ_1673746-augustus-gene-0.2-mRNA-1	maker-SEQ_2988917-augustus-gene-0.2-mRNA-1	maker-SEQ_2585784-augustus-gene-0.2-mRNA-1	genemark-SEQ_1588717-processed-gene-0.1-mRNA-1	genemark-SEQ_633994-processed-gene-0.1-mRNA-1	genemark-SEQ_3092574-processed-gene-0.1-mRNA-1	maker-SEQ_3487565-augustus-gene-0.2-mRNA-1	maker-SEQ_1279827-augustus-gene-0.3-mRNA-1	genemark-SEQ_1900029-processed-gene-0.0-mRNA-1	maker-SEQ_913947-augustus-gene-0.2-mRNA-1	maker-SEQ_73953-augustus-gene-0.2-mRNA-1
genemark-SEQ_55590-processed-gene-0.1-mRNA-1	genemark-SEQ_622038-processed-gene-0.3-mRNA-1	genemark-SEQ_1710008-processed-gene-0.0-mRNA-1	maker-SEQ_3445444-augustus-gene-0.2-mRNA-1	maker-SEQ_2581396-augustus-gene-0.2-mRNA-1	genemark-SEQ_401547-processed-gene-0.0-mRNA-1	genemark-SEQ_1628097-processed-gene-0.1-mRNA-1	maker-SEQ_3096587-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_901217-processed-gene-0.0-mRNA-1	maker-SEQ_1619464-augustus-gene-0.2-mRNA-1	maker-SEQ_1501347-augustus-gene-0.2-mRNA-1	genemark-SEQ_1496793-processed-gene-0.0-mRNA-1	genemark-SEQ_3557239-processed-gene-0.1-mRNA-1
augustus_masked-SEQ_37762-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_607976-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1119689-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3514426-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1747600-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_693396-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_441775-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3113247-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1438528-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_295085-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3219430-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_600385-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2186891-processed-gene-0.0-mRNA-1
maker-SEQ_63080-augustus-gene-0.2-mRNA-1	maker-SEQ_597451-augustus-gene-0.2-mRNA-1	maker-SEQ_1702659-augustus-gene-0.2-mRNA-1	maker-SEQ_3359981-augustus-gene-0.1-mRNA-1	maker-SEQ_2584261-augustus-gene-0.2-mRNA-1	maker-SEQ_1573949-augustus-gene-0.14-mRNA-1	maker-SEQ_1621763-augustus-gene-0.3-mRNA-1	maker-SEQ_2168757-augustus-gene-0.2-mRNA-1	genemark-SEQ_2074309-processed-gene-0.0-mRNA-1	genemark-SEQ_1615330-processed-gene-0.1-mRNA-1	maker-SEQ_3180608-augustus-gene-0.1-mRNA-1	augustus_masked-SEQ_1501305-processed-gene-0.2-mRNA-1	maker-SEQ_3602886-augustus-gene-0.2-mRNA-1
maker-SEQ_3701-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_581291-processed-gene-0.0-mRNA-1	maker-SEQ_961404-augustus-gene-0.2-mRNA-1	genemark-SEQ_3417110-processed-gene-0.1-mRNA-1	maker-SEQ_2593205-augustus-gene-0.5-mRNA-1	maker-SEQ_1600023-augustus-gene-0.7-mRNA-1	maker-SEQ_1609674-augustus-gene-0.2-mRNA-1	maker-SEQ_3100741-augustus-gene-0.6-mRNA-1	genemark-SEQ_4320182-processed-gene-0.1-mRNA-1	maker-SEQ_1613450-augustus-gene-0.2-mRNA-1	maker-SEQ_3192583-augustus-gene-0.9-mRNA-1	maker-SEQ_1503365-augustus-gene-0.2-mRNA-1	genemark-SEQ_3598190-processed-gene-0.1-mRNA-1
maker-SEQ_58998-augustus-gene-0.3-mRNA-1	maker-SEQ_610684-augustus-gene-0.33-mRNA-1	maker-SEQ_1780151-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3515485-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2516750-processed-gene-0.3-mRNA-1	maker-SEQ_1543976-augustus-gene-0.3-mRNA-1	genemark-SEQ_1580100-processed-gene-0.1-mRNA-1	maker-SEQ_3082363-augustus-gene-0.5-mRNA-1	maker-SEQ_3550300-augustus-gene-0.2-mRNA-1	maker-SEQ_1626639-augustus-gene-0.2-mRNA-1	maker-SEQ_3191468-augustus-gene-0.3-mRNA-1	maker-SEQ_1481705-augustus-gene-0.2-mRNA-1	maker-SEQ_3604277-augustus-gene-0.2-mRNA-1
maker-SEQ_5409-augustus-gene-0.2-mRNA-1	maker-SEQ_615085-augustus-gene-0.33-mRNA-1	augustus_masked-SEQ_767527-processed-gene-0.4-mRNA-1	maker-SEQ_3481573-augustus-gene-0.2-mRNA-1	maker-SEQ_2589792-augustus-gene-0.5-mRNA-1	genemark-SEQ_1547341-processed-gene-0.0-mRNA-1	maker-SEQ_581600-augustus-gene-0.2-mRNA-1	genemark-SEQ_2963987-processed-gene-0.3-mRNA-1	maker-SEQ_3671917-augustus-gene-0.2-mRNA-1	genemark-SEQ_1318046-processed-gene-0.1-mRNA-1	maker-SEQ_3162808-augustus-gene-0.4-mRNA-1	genemark-SEQ_1486297-processed-gene-0.2-mRNA-1	genemark-SEQ_1816285-processed-gene-0.2-mRNA-1
maker-SEQ_52069-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_557062-processed-gene-0.0-mRNA-1	maker-SEQ_36652-augustus-gene-0.2-mRNA-1	genemark-SEQ_3409728-processed-gene-0.1-mRNA-1	maker-SEQ_2527880-augustus-gene-0.2-mRNA-1	maker-SEQ_1537465-augustus-gene-0.2-mRNA-1	maker-SEQ_1539700-augustus-gene-0.2-mRNA-1	maker-SEQ_1616048-augustus-gene-0.2-mRNA-1	maker-SEQ_3477741-augustus-gene-0.2-mRNA-1	maker-SEQ_935888-augustus-gene-0.5-mRNA-1	maker-SEQ_3215787-augustus-gene-0.2-mRNA-1	maker-SEQ_1524157-augustus-gene-0.2-mRNA-1	maker-SEQ_3624436-augustus-gene-0.5-mRNA-1
maker-SEQ_26413-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_559316-processed-gene-0.0-mRNA-1	genemark-SEQ_573976-processed-gene-0.0-mRNA-1	genemark-SEQ_3516454-processed-gene-0.1-mRNA-1	maker-SEQ_2491134-augustus-gene-0.2-mRNA-1	maker-SEQ_1588769-augustus-gene-0.4-mRNA-1	maker-SEQ_660386-augustus-gene-0.2-mRNA-1	maker-SEQ_3025146-augustus-gene-0.2-mRNA-1	maker-SEQ_479573-augustus-gene-0.2-mRNA-1	genemark-SEQ_428205-processed-gene-0.0-mRNA-1	genemark-SEQ_2050995-processed-gene-0.0-mRNA-1	maker-SEQ_346310-augustus-gene-0.2-mRNA-1	maker-SEQ_3587894-augustus-gene-0.2-mRNA-1
maker-SEQ_33456-augustus-gene-0.4-mRNA-1	maker-SEQ_600854-augustus-gene-0.7-mRNA-1	maker-SEQ_1521650-augustus-gene-0.2-mRNA-1	maker-SEQ_3526097-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_2558757-processed-gene-0.3-mRNA-1	maker-SEQ_196302-augustus-gene-0.2-mRNA-1	maker-SEQ_403522-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_3115719-processed-gene-0.0-mRNA-1	genemark-SEQ_3212713-processed-gene-0.1-mRNA-1	maker-SEQ_1588879-augustus-gene-0.2-mRNA-1	maker-SEQ_1090505-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_1515240-processed-gene-0.3-mRNA-1	maker-SEQ_3632497-augustus-gene-0.3-mRNA-1
maker-SEQ_52674-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_580726-processed-gene-0.0-mRNA-1	maker-SEQ_47990-augustus-gene-0.2-mRNA-1	maker-SEQ_1890511-augustus-gene-0.2-mRNA-1	genemark-SEQ_2260896-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1557370-processed-gene-0.2-mRNA-1	maker-SEQ_1606666-augustus-gene-0.3-mRNA-1	maker-SEQ_3081448-augustus-gene-0.2-mRNA-1	maker-SEQ_3150309-augustus-gene-0.2-mRNA-1	maker-SEQ_228038-augustus-gene-0.2-mRNA-1	maker-SEQ_195854-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1488814-processed-gene-0.1-mRNA-1	maker-SEQ_1757551-augustus-gene-0.2-mRNA-1
maker-SEQ_114774-augustus-gene-0.2-mRNA-1	maker-SEQ_618441-augustus-gene-0.9-mRNA-1	maker-SEQ_1735060-augustus-gene-0.7-mRNA-1	maker-SEQ_3484102-augustus-gene-0.2-mRNA-1	maker-SEQ_2340024-augustus-gene-0.2-mRNA-1	maker-SEQ_1587046-augustus-gene-0.2-mRNA-1	maker-SEQ_1613239-augustus-gene-0.4-mRNA-1	maker-SEQ_259612-augustus-gene-0.2-mRNA-1	maker-SEQ_1541565-augustus-gene-0.4-mRNA-1	maker-SEQ_1651754-augustus-gene-0.5-mRNA-1	maker-SEQ_1125395-augustus-gene-0.2-mRNA-1	genemark-SEQ_1491464-processed-gene-0.0-mRNA-1	maker-SEQ_3565134-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_112789-processed-gene-0.0-mRNA-1	genemark-SEQ_617908-processed-gene-0.26-mRNA-1	augustus_masked-SEQ_1152607-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3483398-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2324750-processed-gene-0.1-mRNA-1	genemark-SEQ_1587884-processed-gene-0.0-mRNA-1	genemark-SEQ_1585213-processed-gene-0.1-mRNA-1	genemark-SEQ_3097937-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2649065-processed-gene-0.0-mRNA-1	genemark-SEQ_1608255-processed-gene-0.0-mRNA-1	genemark-SEQ_252879-processed-gene-0.0-mRNA-1	genemark-SEQ_1472406-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3505752-processed-gene-0.0-mRNA-1
genemark-SEQ_132953-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_616235-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1782868-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_3519589-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2566694-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1598338-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1588954-processed-gene-0.1-mRNA-1	genemark-SEQ_2623645-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1261469-processed-gene-0.0-mRNA-1	genemark-SEQ_1626373-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1204102-processed-gene-0.3-mRNA-1	genemark-SEQ_1519642-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3627335-processed-gene-0.0-mRNA-1
genemark-SEQ_129809-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_615499-processed-gene-0.11-mRNA-1	maker-SEQ_1745661-augustus-gene-0.2-mRNA-1	genemark-SEQ_3418899-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2136623-processed-gene-0.1-mRNA-1	genemark-SEQ_1578052-processed-gene-0.1-mRNA-1	maker-SEQ_1242887-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1561831-processed-gene-0.0-mRNA-1	genemark-SEQ_2730122-processed-gene-0.1-mRNA-1	maker-SEQ_1606440-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_3175155-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1529910-processed-gene-0.1-mRNA-1	maker-SEQ_3508853-augustus-gene-0.2-mRNA-1
maker-SEQ_129909-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_591804-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1786027-processed-gene-0.5-mRNA-1	maker-SEQ_3495720-augustus-gene-0.2-mRNA-1	maker-SEQ_476359-augustus-gene-0.2-mRNA-1	maker-SEQ_1594897-augustus-gene-0.3-mRNA-1	maker-SEQ_1623585-augustus-gene-0.2-mRNA-1	maker-SEQ_1684699-augustus-gene-0.2-mRNA-1	maker-SEQ_4829954-augustus-gene-0.2-mRNA-1	maker-SEQ_1625316-augustus-gene-0.5-mRNA-1	genemark-SEQ_845191-processed-gene-0.0-mRNA-1	maker-SEQ_1516722-augustus-gene-0.3-mRNA-1	maker-SEQ_3623169-augustus-gene-0.4-mRNA-1
genemark-SEQ_118454-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_580932-processed-gene-0.1-mRNA-1	genemark-SEQ_1740206-processed-gene-0.0-mRNA-1	genemark-SEQ_3514101-processed-gene-0.1-mRNA-1	maker-SEQ_2552177-augustus-gene-0.2-mRNA-1	genemark-SEQ_1547425-processed-gene-0.0-mRNA-1	genemark-SEQ_441012-processed-gene-0.1-mRNA-1	genemark-SEQ_3065681-processed-gene-0.1-mRNA-1	genemark-SEQ_1888175-processed-gene-0.1-mRNA-1	genemark-SEQ_1647086-processed-gene-0.1-mRNA-1	genemark-SEQ_3214838-processed-gene-0.1-mRNA-1	genemark-SEQ_1505942-processed-gene-0.0-mRNA-1	genemark-SEQ_2664004-processed-gene-0.1-mRNA-1
maker-SEQ_142816-augustus-gene-0.4-mRNA-1	maker-SEQ_597144-augustus-gene-0.3-mRNA-1	maker-SEQ_1767902-augustus-gene-0.12-mRNA-1	maker-SEQ_329577-augustus-gene-0.4-mRNA-1	maker-SEQ_2505160-augustus-gene-0.4-mRNA-1	maker-SEQ_1583073-augustus-gene-0.4-mRNA-1	maker-SEQ_1622228-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_505270-processed-gene-0.0-mRNA-1	maker-SEQ_380189-augustus-gene-0.4-mRNA-1	maker-SEQ_1610993-augustus-gene-0.3-mRNA-1	maker-SEQ_3202844-augustus-gene-0.6-mRNA-1	augustus_masked-SEQ_1511830-processed-gene-0.1-mRNA-1	maker-SEQ_3597372-augustus-gene-0.4-mRNA-1
maker-SEQ_109807-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_621895-processed-gene-0.1-mRNA-1	maker-SEQ_1776546-augustus-gene-0.2-mRNA-1	genemark-SEQ_3517898-processed-gene-0.1-mRNA-1	maker-SEQ_2513058-augustus-gene-0.2-mRNA-1	genemark-SEQ_1535641-processed-gene-0.0-mRNA-1	maker-SEQ_1204009-augustus-gene-0.2-mRNA-1	maker-SEQ_518765-augustus-gene-0.2-mRNA-1	maker-SEQ_4868667-augustus-gene-0.3-mRNA-1	maker-SEQ_505203-augustus-gene-0.2-mRNA-1	maker-SEQ_3203469-augustus-gene-0.4-mRNA-1	genemark-SEQ_1510403-processed-gene-0.0-mRNA-1	maker-SEQ_3595940-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_125055-processed-gene-0.0-mRNA-1	maker-SEQ_607682-augustus-gene-0.30-mRNA-1	maker-SEQ_1715500-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3504773-processed-gene-0.0-mRNA-1	maker-SEQ_1868529-augustus-gene-0.2-mRNA-1	maker-SEQ_130275-augustus-gene-0.2-mRNA-1	maker-SEQ_1576771-augustus-gene-0.2-mRNA-1	maker-SEQ_1888510-augustus-gene-0.2-mRNA-1	genemark-SEQ_3291825-processed-gene-0.1-mRNA-1	maker-SEQ_1619654-augustus-gene-0.2-mRNA-1	genemark-SEQ_3166582-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1522241-processed-gene-0.1-mRNA-1	maker-SEQ_3631525-augustus-gene-0.2-mRNA-1
maker-SEQ_76764-augustus-gene-0.3-mRNA-1	maker-SEQ_610385-augustus-gene-0.36-mRNA-1	maker-SEQ_1717425-augustus-gene-0.2-mRNA-1	genemark-SEQ_3011674-processed-gene-0.1-mRNA-1	maker-SEQ_2464075-augustus-gene-0.2-mRNA-1	maker-SEQ_1553164-augustus-gene-0.2-mRNA-1	maker-SEQ_1434810-augustus-gene-0.2-mRNA-1	genemark-SEQ_1326335-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_750111-processed-gene-0.0-mRNA-1	maker-SEQ_1619121-augustus-gene-0.2-mRNA-1	genemark-SEQ_3213705-processed-gene-0.0-mRNA-1	maker-SEQ_1493739-augustus-gene-0.3-mRNA-1	maker-SEQ_3561857-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_141795-processed-gene-0.0-mRNA-1	maker-SEQ_603448-augustus-gene-0.3-mRNA-1	maker-SEQ_1732126-augustus-gene-0.2-mRNA-1	genemark-SEQ_1226506-processed-gene-0.1-mRNA-1	maker-SEQ_410636-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_916427-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_588150-processed-gene-0.0-mRNA-1	maker-SEQ_864966-augustus-gene-0.2-mRNA-1	maker-SEQ_1399345-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_120795-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_290259-processed-gene-0.1-mRNA-1	maker-SEQ_1516876-augustus-gene-0.3-mRNA-1	maker-SEQ_3590286-augustus-gene-0.2-mRNA-1
genemark-SEQ_94444-processed-gene-0.4-mRNA-1	genemark-SEQ_601073-processed-gene-0.3-mRNA-1	genemark-SEQ_1310167-processed-gene-0.1-mRNA-1	genemark-SEQ_3526049-processed-gene-0.1-mRNA-1	genemark-SEQ_2514018-processed-gene-0.1-mRNA-1	genemark-SEQ_1606800-processed-gene-0.0-mRNA-1	maker-SEQ_1576706-augustus-gene-0.4-mRNA-1	genemark-SEQ_3038720-processed-gene-0.1-mRNA-1	genemark-SEQ_2662915-processed-gene-0.1-mRNA-1	maker-SEQ_399275-augustus-gene-0.4-mRNA-1	maker-SEQ_3217509-augustus-gene-0.2-mRNA-1	maker-SEQ_1526271-augustus-gene-0.5-mRNA-1	genemark-SEQ_3559857-processed-gene-0.2-mRNA-1
maker-SEQ_82758-augustus-gene-0.2-mRNA-1	maker-SEQ_620865-augustus-gene-0.17-mRNA-1	maker-SEQ_1114232-augustus-gene-0.2-mRNA-1	genemark-SEQ_3508262-processed-gene-0.1-mRNA-1	maker-SEQ_2559864-augustus-gene-0.2-mRNA-1	genemark-SEQ_1567560-processed-gene-0.0-mRNA-1	maker-SEQ_164310-augustus-gene-0.2-mRNA-1	maker-SEQ_812950-augustus-gene-0.2-mRNA-1	genemark-SEQ_2461055-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1659186-processed-gene-0.1-mRNA-1	maker-SEQ_3201054-augustus-gene-0.2-mRNA-1	genemark-SEQ_1524559-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3464305-processed-gene-0.0-mRNA-1
genemark-SEQ_143782-processed-gene-0.1-mRNA-1	maker-SEQ_612441-augustus-gene-0.4-mRNA-1	maker-SEQ_1155943-augustus-gene-0.2-mRNA-1	genemark-SEQ_3452321-processed-gene-0.1-mRNA-1	genemark-SEQ_2507512-processed-gene-0.0-mRNA-1	maker-SEQ_1568132-augustus-gene-0.2-mRNA-1	maker-SEQ_1593726-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3093737-processed-gene-0.0-mRNA-1	genemark-SEQ_4658101-processed-gene-0.1-mRNA-1	genemark-SEQ_1534073-processed-gene-0.0-mRNA-1	genemark-SEQ_3183667-processed-gene-0.0-mRNA-1	genemark-SEQ_1513194-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3609103-processed-gene-0.0-mRNA-1
maker-SEQ_78207-augustus-gene-0.2-mRNA-1	maker-SEQ_620938-augustus-gene-0.21-mRNA-1	maker-SEQ_1720958-augustus-gene-0.5-mRNA-1	maker-SEQ_1474177-augustus-gene-0.2-mRNA-1	maker-SEQ_2590904-augustus-gene-0.4-mRNA-1	maker-SEQ_1554742-augustus-gene-0.2-mRNA-1	genemark-SEQ_1602031-processed-gene-0.1-mRNA-1	maker-SEQ_3109670-augustus-gene-0.4-mRNA-1	maker-SEQ_1108266-augustus-gene-0.2-mRNA-1	maker-SEQ_805986-augustus-gene-0.2-mRNA-1	genemark-SEQ_85098-processed-gene-0.0-mRNA-1	maker-SEQ_1518671-augustus-gene-0.2-mRNA-1	maker-SEQ_1263196-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_101804-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_622880-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1548176-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3521861-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_127117-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1586420-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1627020-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3092810-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3788341-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1504024-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3196608-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_425375-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1113648-processed-gene-0.1-mRNA-1
maker-SEQ_84514-augustus-gene-0.4-mRNA-1	maker-SEQ_609894-augustus-gene-0.2-mRNA-1	genemark-SEQ_1785414-processed-gene-0.3-mRNA-1	maker-SEQ_3521853-augustus-gene-0.5-mRNA-1	maker-SEQ_2561122-augustus-gene-0.5-mRNA-1	maker-SEQ_408930-augustus-gene-0.7-mRNA-1	maker-SEQ_522878-augustus-gene-0.5-mRNA-1	maker-SEQ_3078351-augustus-gene-0.8-mRNA-1	maker-SEQ_4793360-augustus-gene-0.2-mRNA-1	maker-SEQ_58175-augustus-gene-0.7-mRNA-1	maker-SEQ_3196113-augustus-gene-0.5-mRNA-1	maker-SEQ_1528949-augustus-gene-0.9-mRNA-1	maker-SEQ_3608410-augustus-gene-0.4-mRNA-1
